Gateway 0 Arrival Rate	Pure Cloud App Processing Efficiency of 0	Next Hop App Processing Efficiency of 0	Probabilistic DF App Processing Efficiency of 0	Pure Cloud App Processing Efficiency of 1	Next Hop App Processing Efficiency of 1	Probabilistic DF App Processing Efficiency of 1	Pure Cloud App Processing Efficiency of 2	Next Hop App Processing Efficiency of 2	Probabilistic DF App Processing Efficiency of 2	Pure Cloud App Processing Efficiency of Cloud	Next Hop App Processing Efficiency of Cloud	Probabilistic DF App Processing Efficiency of Cloud
1250.0	1.0E-5	0.9953416666666666	0.9955966666666667	1.0E-5	0.5179983333333333	0.983895	1.0E-5	0.24691333333333332	0.4847983333333334	0.09224150000000003	0.04233499999999998	0.0049174999999999965
1300.0	1.0E-5	0.9956633333333333	0.9952166666666667	1.0E-5	0.495605	0.9866516666666666	1.0E-5	0.2523708333333334	0.49999333333333335	0.09365383333333338	0.04197616666666664	0.0048096666666666635
1350.0	1.0E-5	0.9956083333333332	0.9955833333333333	1.0E-5	0.51966	0.9909566666666666	1.0E-5	0.2388991666666667	0.49691833333333335	0.09377683333333336	0.04489649999999997	0.00500933333333333
1400.0	1.0E-5	0.9954649999999999	0.9952616666666666	1.0E-5	0.4566133333333333	0.9910083333333333	1.0E-5	0.2405925	0.5179808333333332	0.10070200000000003	0.047244666666666636	0.0049933333333333305
1450.0	1.0E-5	0.995855	0.995855	1.0E-5	0.5216	0.9879783333333334	1.0E-5	0.24833916666666667	0.5318025000000001	0.1000121666666667	0.051185500000000016	0.005677333333333329
1500.0	1.0E-5	0.99572	0.9956733333333333	1.0E-5	0.49964666666666674	0.9916283333333333	1.0E-5	0.246305	0.556175	0.10315750000000005	0.05343750000000005	0.0058805
1550.0	1.0E-5	0.9956533333333333	0.9957083333333333	1.0E-5	0.5138683333333334	0.9882883333333333	1.0E-5	0.2497075	0.5446191666666667	0.10570450000000005	0.05637933333333337	0.006213166666666668
1600.0	1.0E-5	0.9958166666666667	0.9958483333333333	1.0E-5	0.482205	0.9922283333333333	1.0E-5	0.242795	0.5784833333333333	0.10677400000000004	0.05831333333333336	0.006869166666666672
1650.0	1.0E-5	0.995885	0.9959766666666666	1.0E-5	0.485905	0.9890233333333334	1.0E-5	0.24333666666666667	0.6102991666666666	0.10934400000000004	0.06045683333333337	0.006473833333333338
1700.0	1.0E-5	0.99589	0.9956033333333334	1.0E-5	0.50602	0.990555	1.0E-5	0.2603875	0.5793008333333333	0.11103083333333337	0.06198183333333338	0.0069650000000000085
1750.0	1.0E-5	0.9956999999999999	0.995645	1.0E-5	0.5064383333333334	0.9897116666666667	1.0E-5	0.26328666666666667	0.6171216666666667	0.11439350000000004	0.0656601666666667	0.006955500000000008
1800.0	1.0E-5	0.995895	0.9959583333333333	1.0E-5	0.5181366666666666	0.9891266666666666	1.0E-5	0.24542666666666668	0.6240091666666667	0.11812650000000002	0.06844483333333339	0.007971833333333341
1850.0	1.0E-5	0.9954716666666666	0.9957483333333332	1.0E-5	0.5287033333333334	0.9909766666666666	1.0E-5	0.24348	0.6584591666666667	0.11933000000000003	0.06980233333333337	0.007772666666666675
1900.0	1.0E-5	0.9959166666666667	0.9957083333333333	1.0E-5	0.507515	0.9910200000000001	1.0E-5	0.24806416666666667	0.6582316666666667	0.1193391666666667	0.0724656666666667	0.008162666666666674
1950.0	1.0E-5	0.9958966666666668	0.9958683333333335	1.0E-5	0.4774416666666667	0.9906966666666666	1.0E-5	0.24481583333333334	0.6841658333333333	0.12385950000000003	0.07860933333333338	0.00860400000000001
2000.0	1.0E-5	0.995885	0.99587	1.0E-5	0.4814683333333334	0.9933083333333332	1.0E-5	0.254765	0.67701	0.12749983333333337	0.0756911666666667	0.00845500000000001
2050.0	1.0E-5	0.9958816666666666	0.9958533333333334	1.0E-5	0.5040933333333333	0.9912933333333332	1.0E-5	0.2568983333333333	0.6711816666666667	0.12796216666666668	0.07838383333333336	0.00850250000000001
2100.0	1.0E-5	0.99587	0.99582	1.0E-5	0.481165	0.9927433333333333	1.0E-5	0.2513508333333333	0.6990875000000001	0.13034416666666668	0.08226433333333337	0.00905050000000001
2150.0	1.0E-5	0.9956666666666667	0.9957666666666668	1.0E-5	0.5089466666666667	0.99323	1.0E-5	0.24055	0.6991683333333333	0.13063133333333338	0.08187966666666671	0.009955166666666676
2200.0	1.0E-5	0.9959349999999999	0.9958533333333334	1.0E-5	0.5156266666666667	0.9918966666666668	1.0E-5	0.252555	0.7581825000000001	0.1356176666666667	0.08645483333333337	0.009511500000000008
2250.0	1.0E-5	0.9960816666666666	0.9958716666666666	1.0E-5	0.47813333333333335	0.9934583333333332	1.0E-5	0.2542725	0.7485391666666666	0.14070616666666672	0.09036050000000005	0.010526500000000008
2300.0	1.0E-5	0.9957033333333333	0.9959833333333333	1.0E-5	0.5217416666666667	0.99198	1.0E-5	0.24116083333333335	0.7604058333333334	0.1405068333333334	0.09150916666666671	0.010319500000000007
2350.0	1.0E-5	0.9956766666666667	0.9958383333333334	1.0E-5	0.5044333333333333	0.99452	1.0E-5	0.25495500000000004	0.7849300000000001	0.14045400000000002	0.0943661666666667	0.010057666666666675
2400.0	1.0E-5	0.9958816666666667	0.995975	1.0E-5	0.5112766666666667	0.992195	1.0E-5	0.23382833333333333	0.7837816666666666	0.1469211666666667	0.0961501666666667	0.011005666666666672
2450.0	1.0E-5	0.9958483333333333	0.9957766666666666	1.0E-5	0.4649466666666666	0.992665	1.0E-5	0.2502041666666667	0.8073558333333333	0.14860616666666668	0.09611250000000005	0.010694166666666676
2500.0	1.0E-5	0.9958033333333333	0.9958216666666666	1.0E-5	0.5036633333333334	0.9936983333333332	1.0E-5	0.24256583333333334	0.8256058333333334	0.1497041666666667	0.10046233333333336	0.011097333333333341
2550.0	1.0E-5	0.9960600000000001	0.9958366666666666	1.0E-5	0.5188166666666666	0.9933316666666666	1.0E-5	0.25448916666666666	0.8242258333333333	0.15239550000000002	0.10469883333333337	0.011697666666666676
2600.0	1.0E-5	0.9958716666666666	0.99588	1.0E-5	0.47661333333333333	0.9931450000000001	1.0E-5	0.2462133333333333	0.8416291666666668	0.1548466666666667	0.10569000000000002	0.011598333333333342
2650.0	1.0E-5	0.9959133333333333	0.9958533333333334	1.0E-5	0.52923	0.9936766666666667	1.0E-5	0.2475508333333333	0.8402375000000001	0.15740383333333338	0.10699350000000003	0.011755166666666676
2700.0	1.0E-5	0.9958933333333334	0.9957900000000001	1.0E-5	0.498905	0.9930283333333333	1.0E-5	0.24109166666666668	0.8581883333333332	0.16007016666666668	0.11085233333333334	0.012068333333333342
2750.0	1.0E-5	0.9957816666666668	0.9960583333333334	1.0E-5	0.46927666666666673	0.9932250000000001	1.0E-5	0.24493916666666668	0.8763125	0.163506	0.10818483333333336	0.013597166666666674
2800.0	1.0E-5	0.9957533333333334	0.9958616666666665	1.0E-5	0.5241416666666666	0.993845	1.0E-5	0.2403308333333333	0.8901500000000001	0.164388	0.11356133333333339	0.012938833333333344
2850.0	1.0E-5	0.9956800000000001	0.99598	1.0E-5	0.5018516666666667	0.9945983333333334	1.0E-5	0.259685	0.8930308333333334	0.167716	0.1186761666666667	0.012368833333333341
2900.0	1.0E-5	0.9957949999999999	0.9958883333333333	1.0E-5	0.51333	0.995035	1.0E-5	0.24612083333333334	0.9267425	0.17123933333333333	0.11861033333333336	0.01343533333333334
2950.0	1.0E-5	0.9958933333333334	0.9959333333333333	1.0E-5	0.5094666666666666	0.99247	1.0E-5	0.24961416666666666	0.9025508333333333	0.16903400000000002	0.12266383333333335	0.014235833333333342
3000.0	1.0E-5	0.996	0.9957766666666666	1.0E-5	0.48841333333333337	0.9932733333333333	1.0E-5	0.2401433333333333	0.9327958333333332	0.174161	0.12752200000000005	0.013502333333333338
3050.0	1.0E-5	0.9960766666666666	0.9958049999999999	1.0E-5	0.48552166666666663	0.9941016666666668	1.0E-5	0.24084916666666664	0.9294474999999999	0.17544183333333332	0.12689100000000006	0.015048000000000008
3100.0	1.0E-5	0.9958366666666666	0.9958883333333333	1.0E-5	0.5164383333333333	0.99491	1.0E-5	0.25533500000000003	0.9447958333333334	0.17569783333333333	0.1267126666666667	0.014028166666666675
3150.0	1.0E-5	0.9960633333333333	0.9956416666666668	1.0E-5	0.48756	0.9939333333333332	1.0E-5	0.23618916666666667	0.9468241666666667	0.18063050000000003	0.1307181666666667	0.01323883333333334
3200.0	1.0E-5	0.9955733333333333	0.9959366666666667	1.0E-5	0.4824366666666666	0.9946433333333333	1.0E-5	0.2457125	0.9667675	0.18263166666666672	0.129892	0.01493383333333334
3250.0	1.0E-5	0.9959716666666667	0.99574	1.0E-5	0.5141000000000001	0.99437	1.0E-5	0.24405083333333336	0.9685466666666667	0.1837291666666667	0.13452316666666667	0.01602983333333334
3300.0	1.0E-5	0.9957266666666666	0.99595	1.0E-5	0.5280533333333334	0.99365	1.0E-5	0.25583833333333333	0.9740283333333334	0.18786200000000006	0.13790500000000003	0.01601483333333334
3350.0	1.0E-5	0.9960999999999999	0.9958049999999999	1.0E-5	0.5483033333333333	0.9935933333333334	1.0E-5	0.24199666666666667	0.9724816666666666	0.19041933333333336	0.14133583333333335	0.016027166666666672
3400.0	1.0E-5	0.9957050000000001	0.9958450000000001	1.0E-5	0.5105966666666667	0.99375	1.0E-5	0.2557933333333333	0.9766366666666667	0.1908126666666667	0.1394895	0.01621233333333334
3450.0	1.0E-5	0.9958816666666666	0.9958766666666667	1.0E-5	0.5037716666666666	0.99362	1.0E-5	0.2464925	0.9796041666666667	0.19854266666666665	0.1442051666666667	0.016916500000000004
3500.0	1.0E-5	0.9958300000000001	0.9958633333333333	1.0E-5	0.5132599999999999	0.9951383333333332	1.0E-5	0.2530033333333333	0.9875516666666666	0.19737766666666667	0.1461181666666667	0.017325166666666673
3550.0	1.0E-5	0.99594	0.9959316666666668	1.0E-5	0.4778366666666667	0.9932400000000001	1.0E-5	0.23785333333333333	0.9856741666666666	0.1993429999999999	0.15096583333333338	0.01673100000000001
3600.0	1.0E-5	0.9960016666666668	0.9958049999999999	1.0E-5	0.500475	0.9945333333333334	1.0E-5	0.24962583333333332	0.9867616666666668	0.2019696666666666	0.15372766666666665	0.015750166666666673
3650.0	1.0E-5	0.9959033333333333	0.9959066666666666	1.0E-5	0.49665500000000007	0.9941283333333333	1.0E-5	0.24327833333333335	0.9876916666666666	0.20401116666666655	0.1534021666666667	0.01784633333333334
3700.0	1.0E-5	0.9958816666666667	0.9958183333333332	1.0E-5	0.4793866666666666	0.9946283333333333	1.0E-5	0.23679833333333333	0.9871808333333334	0.20457099999999992	0.15329	0.018017166666666674
3750.0	1.0E-5	0.9958483333333333	0.995945	1.0E-5	0.4682766666666667	0.9941766666666666	1.0E-5	0.25633999999999996	0.9877458333333333	0.20846849999999986	0.15763233333333337	0.017768000000000006
3800.0	1.0E-5	0.995975	0.9958316666666667	1.0E-5	0.5134216666666668	0.9941433333333333	1.0E-5	0.24209833333333333	0.9871825	0.20987233333333322	0.1609151666666667	0.018116500000000004
3850.0	1.0E-5	0.99602	0.9958133333333333	1.0E-5	0.53534	0.9934383333333333	1.0E-5	0.2431241666666666	0.987925	0.21167849999999988	0.16282900000000003	0.01905633333333334
3900.0	1.0E-5	0.99616	0.9960733333333334	1.0E-5	0.52491	0.9954366666666666	1.0E-5	0.2362725	0.9886683333333334	0.2170034999999999	0.1678076666666667	0.019363166666666674
3950.0	1.0E-5	0.9959383333333335	0.9959766666666666	1.0E-5	0.5374083333333334	0.9942766666666666	1.0E-5	0.24644333333333335	0.9882141666666667	0.21856199999999992	0.16902633333333336	0.01856933333333334
4000.0	1.0E-5	0.9957783333333333	0.9959866666666667	1.0E-5	0.5215316666666666	0.9944483333333333	1.0E-5	0.24944916666666664	0.9881708333333332	0.21852116666666652	0.17391616666666673	0.019996166666666673
4050.0	1.0E-5	0.9958283333333333	0.9958516666666667	1.0E-5	0.5065500000000001	0.995155	1.0E-5	0.26117583333333333	0.9887991666666668	0.22186383333333323	0.17145816666666672	0.019881166666666675
4100.0	1.0E-5	0.9958983333333333	0.99584	1.0E-5	0.4652133333333333	0.9950133333333332	1.0E-5	0.2482591666666667	0.9891758333333334	0.22688699999999987	0.17416733333333337	0.01956400000000001
4150.0	1.0E-5	0.9960800000000001	0.9960300000000001	1.0E-5	0.4872166666666667	0.9946183333333334	1.0E-5	0.2354875	0.9893408333333333	0.22743333333333324	0.17815316666666667	0.019683666666666672
4200.0	1.0E-5	0.9959916666666667	0.9959333333333333	1.0E-5	0.4913616666666667	0.9947216666666666	1.0E-5	0.254525	0.9885358333333333	0.23326116666666655	0.1786966666666667	0.019108500000000007
4250.0	1.0E-5	0.9959183333333333	0.9959349999999999	1.0E-5	0.48501500000000003	0.9941833333333333	1.0E-5	0.245955	0.9893899999999999	0.23042899999999988	0.18399600000000005	0.021791000000000005
4300.0	1.0E-5	0.9957933333333333	0.9958683333333335	1.0E-5	0.5110416666666667	0.9946433333333333	1.0E-5	0.2507725	0.9892850000000001	0.23369716666666654	0.18192533333333338	0.021139000000000005
4350.0	1.0E-5	0.9958716666666666	0.9960066666666666	1.0E-5	0.527775	0.9946816666666667	1.0E-5	0.24942583333333335	0.9896925	0.23616233333333322	0.18627433333333332	0.021640666666666673
4400.0	1.0E-5	0.9960833333333333	0.9958533333333333	1.0E-5	0.4965333333333333	0.993865	1.0E-5	0.23027416666666667	0.9884275000000001	0.23691049999999994	0.1884301666666667	0.022202166666666672
4450.0	1.0E-5	0.9960433333333333	0.9959716666666667	1.0E-5	0.48453999999999997	0.9946	1.0E-5	0.2335475	0.9881858333333334	0.24043499999999995	0.19067183333333335	0.021520166666666674
4500.0	1.0E-5	0.9959666666666666	0.9959583333333333	1.0E-5	0.52507	0.9944316666666667	1.0E-5	0.25934583333333333	0.9894683333333333	0.2429501666666666	0.19256233333333336	0.021965166666666674
4550.0	1.0E-5	0.9960466666666665	0.9958333333333332	1.0E-5	0.4970016666666666	0.9949150000000001	1.0E-5	0.24418666666666666	0.9896633333333335	0.24376833333333323	0.1939615	0.02214583333333334
4600.0	1.0E-5	0.9959266666666666	0.995695	1.0E-5	0.5112249999999999	0.9943183333333333	1.0E-5	0.25167333333333336	0.9893200000000001	0.2479386666666666	0.19713000000000003	0.02161983333333334
4650.0	1.0E-5	0.9957699999999999	0.9960533333333332	1.0E-5	0.5020133333333333	0.99478	1.0E-5	0.24425666666666665	0.9891391666666668	0.24897549999999993	0.19844699999999993	0.023399500000000007
4700.0	1.0E-5	0.9958566666666666	0.99564	1.0E-5	0.5146816666666667	0.9940233333333334	1.0E-5	0.24695750000000002	0.9887058333333334	0.24901199999999987	0.20440666666666663	0.021443000000000007
4750.0	1.0E-5	0.9959033333333333	0.9960316666666666	1.0E-5	0.5001616666666667	0.9953183333333332	1.0E-5	0.24407	0.9888508333333333	0.25189799999999996	0.20192849999999987	0.023330500000000007
4800.0	1.0E-5	0.9959533333333334	0.9959866666666667	1.0E-5	0.529935	0.9942699999999999	1.0E-5	0.25419166666666665	0.9897891666666667	0.25758016666666655	0.20731849999999982	0.02360133333333334
4850.0	1.0E-5	0.9958933333333334	0.9958633333333333	1.0E-5	0.47511333333333333	0.9947633333333333	1.0E-5	0.2385275	0.98873	0.2575034999999999	0.2071411666666666	0.023831999999999992
4900.0	1.0E-5	0.995915	0.9958933333333334	1.0E-5	0.5312933333333333	0.99469	1.0E-5	0.2646516666666667	0.9895275	0.2614744999999999	0.2094891666666666	0.024487333333333344
4950.0	1.0E-5	0.9960049999999999	0.9959633333333334	1.0E-5	0.4682633333333333	0.9950516666666666	1.0E-5	0.2611441666666667	0.9892041666666666	0.2678726666666666	0.21371099999999987	0.024525999999999992
5000.0	1.0E-5	0.9959616666666666	0.9959283333333334	1.0E-5	0.5164033333333333	0.9949683333333333	1.0E-5	0.24614583333333337	0.9897666666666667	0.26495666666666656	0.21462399999999993	0.02377083333333334
